row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260428_CVOL_Group_01_11A.mzML Peak area,20260428_CVOL_Group_01_11B.mzML Peak area,20260428_CVOL_Group_01_11C.mzML Peak area,20260428_CVOL_Group_01_11D.mzML Peak area,20260428_CVOL_Group_01_4A.mzML Peak area,20260428_CVOL_Group_01_4B.mzML Peak area,20260428_CVOL_Group_01_4C.mzML Peak area,20260428_CVOL_Group_01_4D.mzML Peak area,20260428_CVOL_Group_01_8A.mzML Peak area,20260428_CVOL_Group_01_8B.mzML Peak area,20260428_CVOL_Group_01_8C.mzML Peak area,20260428_CVOL_Group_01_8D.mzML Peak area,20260428_CVOL_Group_01_QC_01.mzML Peak area,20260428_CVOL_Group_01_QC_02.mzML Peak area,20260428_CVOL_Group_01_QC_03.mzML Peak area,20260428_CVOL_Group_01_QC_04.mzML Peak area,20260428_CVOL_Group_01_QC_05.mzML Peak area,20260428_CVOL_Group_01_QC_06.mzML Peak area,20260428_CVOL_Group_01_WT_A.mzML Peak area,20260428_CVOL_Group_01_WT_B.mzML Peak area,20260428_CVOL_Group_01_WT_C.mzML Peak area,20260428_CVOL_Group_01_WT_D.mzML Peak area,20260428_CVOL_Group_01_blank.mzML Peak area,Unnamed: 36
873,404.21396920457966,6.8498397,height,,,,,,,,,,,0.0,0.0,0.0,0.0,383972.75,0.0,417066.88,276133.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
874,198.1237295827353,6.9862094,height,,,,,,,,,,,345758.06,306265.97,281549.28,243796.25,0.0,0.0,0.0,0.0,315521.9,317303.34,294140.06,365703.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338998.12,0.0,
875,208.08703151522332,7.156461,height,,,,,,,,,,,658014.2,0.0,340845.62,641229.6,0.0,537210.5,0.0,669186.2,554824.8,226827.06,261901.14,541292.06,0.0,0.0,0.0,0.0,606704.2,629204.3,701341.25,640892.9,289507.44,309424.66,0.0,
876,222.1026427037875,7.179974,height,,,,,,,,,,,0.0,353097.56,295503.34,394087.66,223133.33,0.0,0.0,0.0,489926.56,0.0,0.0,382041.44,0.0,0.0,0.0,0.0,427935.56,605951.0,0.0,518958.9,442959.66,391431.97,0.0,
877,444.18635662959787,7.257969,height,,,,,,,,,,,343040.88,216581.42,304142.75,0.0,0.0,0.0,0.0,0.0,0.0,428757.1,390516.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
878,174.19647663862577,7.260293,height,,,,,,,,,,,291854.22,542264.75,398538.97,406850.06,400800.1,291959.25,278520.34,301584.6,402980.12,0.0,327427.4,500746.25,0.0,0.0,0.0,249664.38,380379.84,440988.28,233739.25,404374.44,430325.6,481615.3,0.0,
879,159.0766754614573,7.254897,height,,,,,,,,,,,3820422.0,5075718.5,3439168.5,2440106.0,0.0,0.0,0.0,0.0,0.0,5375476.5,2856768.0,4957014.5,936829.6,860249.75,973739.6,860627.94,705569.44,644759.9,0.0,227732.66,304090.2,304097.53,0.0,
880,614.2225444728203,7.2534294,height,,,,,,,,,,,558654.4,527604.4,424759.62,252199.7,0.0,0.0,0.0,0.0,0.0,589567.1,348081.9,622180.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
881,417.1444849387108,7.258419,height,,,,,,,,,,,583929.1,594879.06,525564.06,397552.78,0.0,0.0,0.0,0.0,0.0,667699.9,432351.6,648501.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
882,220.06688174124375,7.2569256,height,,,,,,,,,,,1277737.6,1294128.0,1343790.8,1076146.0,0.0,0.0,0.0,0.0,0.0,1502315.9,1185179.1,1389842.9,567559.94,591489.94,598222.7,564035.3,496271.75,495143.53,0.0,0.0,269986.2,260026.1,0.0,
883,198.08496802027827,7.2582035,height,,,,,,,,,,,12004191.0,17544198.0,9137129.0,4979257.0,0.0,0.0,0.0,0.0,0.0,23431780.0,8374568.0,15428270.0,1634812.5,1466517.4,1496203.8,1167667.9,654068.0,588123.2,0.0,0.0,250895.75,248955.67,0.0,
884,263.08262915271627,7.262067,height,,,,,,,,,,,630654.4,459577.6,587117.4,357695.0,0.0,0.0,0.0,0.0,0.0,806681.44,721175.44,386255.1,460043.94,514731.25,444735.22,349898.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
885,373.1805922427646,7.257285,height,,,,,,,,,,,398616.8,898690.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071362.4,0.0,688517.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
886,624.1779119566156,7.257834,height,,,,,,,,,,,362561.25,519461.6,266546.0,0.0,0.0,0.0,0.0,0.0,0.0,501431.06,0.0,540279.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
887,214.05885875940544,7.258381,height,,,,,,,,,,,865974.75,1224938.5,566283.94,265971.72,0.0,0.0,0.0,0.0,0.0,1797633.2,546785.1,1020720.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
888,395.1624876341429,7.258381,height,,,,,,,,,,,542495.44,711771.2,429305.78,268960.34,0.0,0.0,0.0,0.0,0.0,840142.56,357911.25,722796.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
889,176.1029506394832,7.2595716,height,,,,,,,,,,,6032587.5,8035606.0,5516448.5,3952921.5,0.0,0.0,0.0,0.0,0.0,8438666.0,4514491.5,7698005.5,1482052.6,1337296.9,1551519.4,1327216.4,1090756.4,1059309.6,301834.94,369549.97,476069.16,483884.97,0.0,
890,275.20775877425285,7.2580805,height,,,,,,,,,,,428051.28,0.0,399372.22,0.0,0.0,0.0,0.0,0.0,0.0,407226.56,0.0,491748.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
891,427.0999045868668,7.2554717,height,,,,,,,,,,,271694.16,341723.88,223044.36,0.0,0.0,0.0,0.0,0.0,0.0,334549.25,0.0,348234.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
892,152.0917664473394,7.4118786,height,,,,,,,,,,,0.0,364704.22,277430.38,0.0,310755.25,264984.47,330663.12,250512.86,0.0,715207.3,326834.66,380673.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
893,234.10259470239,7.622007,height,,,,,,,,,,,418353.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480337.25,427428.56,0.0,273223.53,354069.53,313094.7,230664.97,0.0,0.0,251220.47,0.0,0.0,0.0,0.0,
894,246.18119751556043,7.6134925,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307428.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
895,199.1916936861589,7.612539,height,,,,,,,,,,,301379.38,221618.89,263865.03,229010.5,0.0,0.0,0.0,0.0,0.0,310013.25,285248.03,349850.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
896,222.1026391157889,7.7079096,height,,,,,,,,,,,238440.27,406072.6,390649.88,431307.97,350235.44,226284.2,0.0,289771.6,549253.3,0.0,0.0,444586.3,0.0,0.0,0.0,0.0,502256.6,605317.9,230745.38,564581.1,540385.3,453698.9,0.0,
897,208.08703006210868,7.826462,height,,,,,,,,,,,976358.1,286668.44,470802.3,823432.3,0.0,753899.3,283552.53,849077.1,650049.75,435672.62,388170.9,609020.25,0.0,0.0,0.0,0.0,747380.4,692581.3,961909.9,735506.25,374480.53,362237.06,0.0,
898,229.079484975524,7.800473,height,,,,,,,,,,,0.0,0.0,0.0,0.0,349882.97,0.0,670253.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
899,186.1601110088,7.902216,height,,,,,,,,,,,2913858.5,1407508.0,1628425.8,2024786.6,0.0,0.0,0.0,0.0,1561430.0,1075394.4,2243790.0,1870484.8,901822.4,899931.9,880243.7,849353.8,665165.94,587844.94,1662186.6,909318.06,1541391.2,2439687.2,0.0,
900,208.0870295891705,7.9263754,height,,,,,,,,,,,964328.56,291547.88,460801.12,769858.2,0.0,783659.0,283552.53,913889.4,629108.7,431387.22,400169.25,625013.94,0.0,0.0,0.0,0.0,779892.06,721355.1,910163.75,735506.25,374480.53,388565.88,0.0,
901,210.0851720343265,7.9332223,height,,,,,,,,,,,430242.75,0.0,0.0,351179.78,0.0,372823.03,0.0,397288.22,291989.03,0.0,0.0,280396.2,0.0,0.0,0.0,0.0,348173.3,322310.53,427045.03,320330.0,0.0,0.0,0.0,
902,186.1601095744308,8.011892,height,,,,,,,,,,,3035057.8,1410339.8,1811898.0,2119332.5,0.0,0.0,0.0,0.0,1760120.9,0.0,2203404.0,1883873.5,940708.56,987652.94,942681.1,898388.6,708539.06,638326.3,1833482.4,1038938.5,1581626.0,2500945.8,0.0,
903,220.0869904604729,7.9839625,height,,,,,,,,,,,332555.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359333.94,291994.6,0.0,305118.78,352817.4,318686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
904,186.16011115368545,8.0612,height,,,,,,,,,,,3134664.8,1410339.8,1709937.8,2118388.5,0.0,0.0,0.0,0.0,1817888.0,995218.2,2205390.8,1861980.9,923238.6,972419.1,918624.56,873971.1,712345.94,683362.9,1967301.2,1074299.4,1606628.6,2648342.2,0.0,
905,254.1474900195246,8.102075,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370129.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
906,232.16543371831688,8.1200485,height,,,,,,,,,,,749791.1,1084241.5,1032284.1,734648.5,0.0,0.0,0.0,0.0,0.0,3413610.0,1090590.4,1225464.2,400294.75,409216.94,402885.7,398243.62,259983.05,245706.66,445844.53,282562.88,425793.28,677716.25,0.0,
907,143.15432834407824,8.119591,height,,,,,,,,,,,4283474.0,3792723.0,5676675.0,4223789.0,5492512.5,4702139.5,3055417.0,4994825.5,3786343.0,3655523.8,2130310.0,5719634.5,0.0,789078.7,1925504.0,2661720.5,4772373.5,5495000.5,5124347.5,6369174.5,5241410.0,4176232.2,0.0,
908,222.10263379025056,8.078182,height,,,,,,,,,,,0.0,303813.1,375575.5,383258.16,321994.8,245493.6,0.0,300100.2,452103.2,0.0,0.0,357489.56,0.0,0.0,0.0,0.0,395569.34,498700.22,0.0,487463.25,414411.75,371283.9,0.0,
909,208.0870275163676,8.285677,height,,,,,,,,,,,893512.2,310007.94,454505.5,679871.1,0.0,787059.94,299852.84,882333.75,610913.3,394959.8,379954.7,519570.5,0.0,0.0,0.0,0.0,711285.56,656430.06,938194.7,713989.6,385462.4,378982.06,0.0,
910,159.1494773682105,8.244596,height,,,,,,,,,,,1166057.8,886122.2,1215624.8,970917.5,1380207.6,1381125.1,838066.25,1197794.1,855189.5,975243.06,608984.3,1314137.9,0.0,0.0,475647.5,630638.6,1286627.5,1102626.2,1304885.5,1452522.0,1282200.4,938619.94,0.0,
911,222.10264149518417,8.317081,height,,,,,,,,,,,0.0,351597.5,317895.75,343956.34,0.0,0.0,0.0,261906.64,428982.16,0.0,0.0,344994.4,0.0,0.0,0.0,0.0,408348.6,476590.34,0.0,439586.75,411281.7,363189.72,0.0,
912,141.13864750410582,8.352569,height,,,,,,,,,,,1050396.5,1008092.3,1279632.5,1153732.1,942642.2,878549.5,567513.1,863923.3,952138.4,1038377.1,948602.9,1439886.2,267924.9,384788.2,570428.7,775555.7,1000841.44,993375.06,1200586.0,1205000.4,1170381.4,1032742.5,0.0,
913,208.0870276861698,8.3601465,height,,,,,,,,,,,917840.75,310007.94,454505.5,694844.94,0.0,756902.8,283894.5,844703.56,633397.56,405285.9,391487.3,560459.7,0.0,0.0,0.0,0.0,711285.56,691434.3,1027947.6,713989.6,374429.6,377221.5,0.0,
914,218.14996662710897,8.510741,height,,,,,,,,,,,438496.0,549082.44,466688.84,353591.34,0.0,0.0,0.0,0.0,0.0,492063.0,339707.25,364049.28,0.0,0.0,0.0,0.0,0.0,0.0,357344.84,0.0,343466.16,541719.5,0.0,
915,154.12266242020254,8.542765,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446229.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
916,250.09750583060315,8.542765,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592450.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
917,399.2383800272789,8.699319,height,,,,,,,,,,,0.0,0.0,0.0,0.0,444999.72,0.0,1471036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
918,421.2203164241437,8.699319,height,,,,,,,,,,,0.0,0.0,0.0,0.0,276291.66,0.0,515983.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
919,158.0927440573145,8.708076,height,,,,,,,,,,,0.0,0.0,0.0,0.0,572729.75,281043.88,859210.6,329018.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
920,176.12214182294994,8.715018,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1240764.4,601599.9,1799570.5,741532.56,241400.55,0.0,0.0,0.0,430042.78,407987.62,361186.6,295467.66,0.0,0.0,310188.47,0.0,283719.56,448755.12,0.0,
921,371.2125778552825,8.712136,height,,,,,,,,,,,0.0,0.0,0.0,0.0,820309.1,0.0,1544014.0,314091.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
922,219.0828779312975,8.717231,height,,,,,,,,,,,0.0,0.0,0.0,0.0,660477.4,467903.28,779700.1,613487.9,339020.47,0.0,0.0,0.0,268461.53,274059.22,282106.7,309662.5,0.0,0.0,341255.12,270418.56,355913.97,447700.8,0.0,
923,197.1009320565491,8.715796,height,,,,,,,,,,,0.0,0.0,0.0,0.0,866063.2,501545.1,1221713.4,664760.94,235483.73,0.0,0.0,0.0,280275.7,261216.7,236027.23,221957.62,0.0,0.0,274569.8,0.0,273212.53,384407.75,0.0,
924,175.11892555853913,8.717519,height,,,,,,,,,,,1065749.1,1516325.6,1581501.9,680485.8,18785914.0,9271939.0,27225258.0,11367506.0,3533523.8,1031166.0,1176526.1,345591.38,6396999.5,6381339.0,5107964.5,4221409.0,1914972.5,1683591.8,4739645.5,2487843.5,4333380.0,6737066.0,0.0,
925,145.13362727490653,8.750149,height,,,,,,,,,,,392624.06,312058.84,436928.47,399575.6,370069.22,400610.47,237055.97,439309.75,350532.66,319859.28,0.0,447534.03,0.0,0.0,0.0,0.0,404109.62,402906.25,416359.47,460227.3,429814.94,305687.47,0.0,
926,210.15772647599076,8.7837715,height,,,,,,,,,,,4701402.5,1528353.6,2321682.5,1661166.5,0.0,0.0,0.0,0.0,1595458.9,4501108.5,4071616.0,1925972.0,4070120.2,4289606.0,3615277.2,2343183.5,525765.06,301951.34,3555832.5,591572.0,1462867.2,2164411.2,0.0,
927,1074.3849471916026,8.784777,height,,,,,,,,,,,0.0,0.0,0.0,0.0,798866.9,367479.94,927966.4,595537.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
928,141.13863981321245,8.801934,height,,,,,,,,,,,286381.84,247154.81,295891.44,265453.38,0.0,0.0,0.0,0.0,0.0,403013.22,223333.78,404428.1,0.0,0.0,0.0,0.0,0.0,215629.17,260938.89,258216.58,272533.06,256185.23,0.0,
929,158.0927328038531,8.863045,height,,,,,,,,,,,0.0,0.0,0.0,0.0,314609.5,0.0,571852.7,264262.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
930,175.1189247573394,8.787639,height,,,,,,,,,,,692242.4,1010317.44,1038946.5,0.0,12300593.0,7259655.5,18436336.0,8777206.0,2918937.2,612450.8,644115.3,0.0,3315924.0,3254299.8,1879092.0,2139057.5,1464162.6,1305989.1,3262740.0,2066337.5,3016488.0,4112957.0,0.0,
931,371.2321939985825,8.864046,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,652646.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
932,415.19612403277694,8.864046,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,483942.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
933,399.238381553717,8.866507,height,,,,,,,,,,,0.0,0.0,0.0,0.0,855986.75,442064.7,1862284.2,514108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
934,275.20777563402703,8.872282,height,,,,,,,,,,,0.0,0.0,0.0,0.0,404804.97,799715.0,657242.9,524402.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
935,191.0766586307064,8.878335,height,,,,,,,,,,,249285.64,241546.34,239156.22,0.0,647386.2,591182.06,907286.9,731661.2,0.0,363930.7,255896.22,413101.94,256535.7,295314.44,279816.12,287240.1,225669.83,0.0,0.0,0.0,0.0,0.0,0.0,
936,263.0826188948096,8.874243,height,,,,,,,,,,,0.0,0.0,0.0,0.0,959638.4,952919.25,1263007.1,881659.06,0.0,306060.28,0.0,0.0,255374.33,276478.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
937,147.11274069951207,8.881124,height,,,,,,,,,,,474340.5,516469.3,448273.72,304111.66,3655581.0,2486309.2,6919532.5,3077772.5,306022.12,922411.94,539878.44,984041.3,593269.2,630546.94,650964.3,580922.25,385056.22,350390.44,257502.78,0.0,301139.3,442132.97,0.0,
938,202.1914099672316,8.888084,height,,,,,,,,,,,2548541.8,2244210.8,2132244.0,1783864.9,0.0,0.0,0.0,0.0,723561.5,4475949.0,2485026.0,3269914.0,930456.7,984424.0,1000442.7,881676.3,556505.4,487597.75,1358575.1,691808.75,1206161.0,1933253.2,0.0,
939,185.1649149534649,8.8933935,height,,,,,,,,,,,479543.78,433130.12,427026.28,376114.38,0.0,0.0,0.0,0.0,0.0,854863.2,490406.5,620928.44,0.0,0.0,0.0,0.0,0.0,0.0,271349.25,0.0,249864.38,354968.06,0.0,
940,210.15772605934117,8.846317,height,,,,,,,,,,,4930058.5,1524252.2,2311198.8,1639585.0,0.0,0.0,0.0,0.0,1601123.8,3807864.2,4186714.8,1952783.4,3916843.2,4252319.0,3267453.5,2317256.2,531924.94,301951.34,3497801.2,621898.56,1448823.5,1886821.4,0.0,
941,230.1862673146775,8.991472,height,,,,,,,,,,,572684.3,341458.6,357973.88,289644.9,0.0,0.0,0.0,0.0,317499.94,232957.5,253213.9,276832.8,0.0,0.0,228743.3,220621.14,0.0,0.0,653101.0,258440.12,474824.88,570202.25,0.0,
942,208.08703163269612,9.000058,height,,,,,,,,,,,353668.56,0.0,0.0,354088.56,0.0,0.0,0.0,0.0,253625.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295815.78,300266.78,412162.62,388718.5,0.0,0.0,0.0,
943,161.17825569784682,9.014498,height,,,,,,,,,,,0.0,254255.2,0.0,0.0,267899.4,0.0,0.0,231292.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277551.72,0.0,264902.7,267858.9,261039.52,0.0,
944,1189.385840827862,9.027847,height,,,,,,,,,,,0.0,0.0,0.0,0.0,312256.44,297370.4,356697.84,358442.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
945,147.11274528047826,8.965403,height,,,,,,,,,,,0.0,0.0,0.0,0.0,2833877.5,1627734.0,3454372.2,2317621.2,0.0,594011.8,325058.62,684031.75,358408.25,341426.25,0.0,0.0,311735.66,0.0,0.0,0.0,0.0,0.0,0.0,
946,301.18696140560644,9.02564,height,,,,,,,,,,,0.0,0.0,0.0,0.0,310723.75,0.0,520583.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
947,573.214835966534,9.028271,height,,,,,,,,,,,0.0,0.0,0.0,0.0,5542329.5,3229815.5,5240801.0,5387827.0,0.0,0.0,0.0,0.0,364826.28,323377.44,358606.53,383427.3,339029.12,295090.97,0.0,0.0,0.0,0.0,0.0,
948,1145.9235609520877,9.027874,height,,,,,,,,,,,0.0,0.0,0.0,0.0,896853.9,412863.44,1146817.9,802307.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
949,1146.4250438029546,9.030185,height,,,,,,,,,,,0.0,0.0,0.0,0.0,3597802.0,2082695.0,4564345.5,3487915.2,0.0,0.0,0.0,0.0,268170.22,232040.9,237536.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
950,1147.4276633061274,9.030844,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1182207.6,686911.56,1439744.2,1138228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
951,1167.4037987615911,9.030844,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1534796.2,1036873.6,2128966.5,1671642.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
952,1156.9142374593978,9.030826,height,,,,,,,,,,,0.0,0.0,0.0,0.0,729496.4,377366.78,917342.0,655815.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
953,1145.4220847995227,9.031975,height,,,,,,,,,,,0.0,0.0,0.0,0.0,6747557.5,4010502.8,8550288.0,6562184.0,0.0,0.0,0.0,0.0,460455.16,458278.44,438848.44,423057.47,395519.9,372521.06,0.0,0.0,0.0,0.0,0.0,
954,1156.4128629309232,9.030826,height,,,,,,,,,,,0.0,0.0,0.0,0.0,665030.44,395534.94,870644.2,651456.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
955,218.18634340143103,9.065121,height,,,,,,,,,,,328742.25,414231.2,409418.25,292329.16,0.0,0.0,0.0,0.0,0.0,4094340.5,595446.75,877255.44,261711.03,285876.5,292691.16,243053.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
956,275.20777384003725,9.076345,height,,,,,,,,,,,0.0,0.0,0.0,0.0,454570.1,831602.94,565740.25,724542.3,0.0,544601.7,0.0,1006934.8,0.0,287753.1,228741.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
957,196.14206009955595,9.140022,height,,,,,,,,,,,3959666.0,1222262.2,1912524.1,1470164.6,0.0,0.0,0.0,0.0,1753179.4,1866627.1,2437314.8,1149370.8,3585438.5,3722145.0,2782672.8,1976604.2,517768.66,275989.38,3033338.8,612869.44,1298405.1,1623696.0,0.0,
958,174.16011046606866,9.12087,height,,,,,,,,,,,4581827.5,2532647.2,2541610.2,2502386.5,641658.06,641208.6,643409.7,739278.4,2642096.2,3016830.5,3501272.0,2998743.8,3286929.8,3476515.0,2437860.0,1557312.2,968504.56,845613.6,2933812.0,1403146.9,2464899.8,3701805.0,0.0,
959,263.0826197926344,9.090069,height,,,,,,,,,,,0.0,275356.12,0.0,0.0,350327.6,503355.44,720845.56,383328.62,0.0,1250607.9,535508.3,968549.44,521735.6,463655.62,369708.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
960,133.09722899267234,9.1064,height,,,,,,,,,,,604974.06,941023.25,528976.1,526946.56,1567327.1,1313683.2,3368225.2,1261628.8,0.0,2181234.0,998676.56,2008454.5,604059.3,632934.6,526906.3,446843.8,239946.72,0.0,0.0,0.0,0.0,0.0,0.0,
961,399.1444662080633,9.107709,height,,,,,,,,,,,0.0,509693.34,233534.84,0.0,0.0,0.0,0.0,0.0,0.0,1996255.9,254079.5,1135912.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
962,331.1317640525192,9.102343,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,310203.3,0.0,0.0,531939.06,0.0,562171.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
963,177.0610133543416,9.115021,height,,,,,,,,,,,530532.25,592666.44,490609.47,502684.62,417478.5,476087.2,594756.3,495214.44,0.0,806386.9,600831.5,896388.4,307416.47,353901.44,363286.88,364021.7,286100.3,281548.34,0.0,0.0,0.0,208782.28,0.0,
964,188.17574156288535,9.187506,height,,,,,,,,,,,25346916.0,16199509.0,16709098.0,14964560.0,998507.1,784556.5,804283.0,909369.9,11130198.0,25455120.0,22858686.0,22157708.0,10633608.0,11039830.0,10839267.0,8912204.0,4687830.5,3555896.8,15504762.0,6292144.5,12253416.0,21785174.0,0.0,
965,157.13370536460025,9.109168,height,,,,,,,,,,,1087303.8,586480.2,668499.06,608806.5,282682.22,247177.67,227852.95,272898.47,660033.8,729122.8,840941.5,767187.9,756901.06,874279.0,584201.4,439400.1,320046.22,279994.78,730639.6,378886.88,573194.0,852189.56,0.0,
966,1074.3850494779972,9.121488,height,,,,,,,,,,,0.0,0.0,0.0,0.0,388757.6,0.0,390631.72,285381.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
967,156.14963153510834,9.148984,height,,,,,,,,,,,846932.7,451973.5,474457.38,491187.3,0.0,0.0,0.0,0.0,511310.5,528045.5,639891.0,555503.9,591668.8,661016.0,443120.9,326303.84,0.0,0.0,541596.4,268667.84,430523.1,699425.56,0.0,
968,231.21790095195945,9.139454,height,,,,,,,,,,,0.0,323729.2,280374.66,290442.56,307994.56,223386.3,0.0,239906.16,304186.97,0.0,0.0,374793.7,0.0,0.0,0.0,0.0,268014.7,344223.16,0.0,272879.22,274805.3,400521.8,0.0,
969,131.129228010984,9.189827,height,,,,,,,,,,,0.0,0.0,0.0,0.0,462479.8,0.0,847127.3,0.0,0.0,1363065.1,0.0,267754.06,662489.4,711726.75,546498.75,431720.88,236051.4,229457.25,0.0,0.0,0.0,0.0,518587.78,
970,196.14205341487676,9.177011,height,,,,,,,,,,,3751831.5,1350843.4,1853050.8,1464481.4,0.0,0.0,0.0,0.0,1699965.5,1903252.4,2632512.8,1369994.5,3377702.8,3479371.2,2629418.8,1927608.0,507952.1,275989.38,3025290.8,607384.7,1235257.8,1622220.8,0.0,
971,189.17881694950836,9.268522,height,,,,,,,,,,,3024847.5,1691895.1,1989794.6,2000899.2,0.0,0.0,0.0,0.0,1337867.2,2568934.5,2542909.0,2344092.8,1190836.5,1219881.9,1148247.4,981983.6,606260.6,465345.3,1974287.5,781104.3,1380829.1,2128639.5,0.0,
